name,type,manufacturer,first_flight,status,range_km,cruise_speed_kmh,max_speed_kmh,capacity_passengers,crew,length_m,wingspan_m,era,mission,key_features,design_philosophy,short_description
LFG V 40,aircraft,Luft-Fahrzeug-Gesellschaft,1925,Active,,,150,,,7.16,11.4,Various,aircraft,1920s German sports aircraft,Wikipedia-sourced via Wikidata,1920s German sports aircraft
Kudashev-3,aircraft,,,Active,,,,,,,,Various,aircraft,1910s Russian experimental aircraft,Wikipedia-sourced via Wikidata,1910s Russian experimental aircraft
UTair Aviation aircraft at Vilnius International Airport,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: UTair Aviation aircraft at Vilnius International Airport. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: UTair Aviation aircraft at Vilnius International Airport. Source: Wikidata (links to Wikipedia).
Budig glider,aircraft,,1921,Active,,,,,,,,Various,aircraft,"German single-seat glider, 1921",Wikipedia-sourced via Wikidata,"German single-seat glider, 1921"
154,aircraft,,,Active,,,,,,,,Various,aircraft,Passengers airline,Wikipedia-sourced via Wikidata,Passengers airline
Mexican Presidential Aircraft,aircraft,,,Active,,,,,,,,Various,aircraft,official aircraft of the United Mexican States president,Wikipedia-sourced via Wikidata,official aircraft of the United Mexican States president
Karhu 1,aircraft,Karhumäki brothers,1925,Active,,,,,,,,Various,aircraft,Aircraft: Karhu 1. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Karhu 1. Source: Wikidata (links to Wikipedia).
Karhu 3,aircraft,Karhumäki brothers,1928,Active,,,,,,,,Various,aircraft,Aircraft: Karhu 3. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Karhu 3. Source: Wikidata (links to Wikipedia).
SibNIA TVS-2DTS,aircraft,,,Active,,,,,,,,Various,aircraft,Russian single-engine civilian aircraft,Wikipedia-sourced via Wikidata,Russian single-engine civilian aircraft
Antonov An-188,aircraft,Antonov Serial Production Plant,,Active,,,,,,,,Various,aircraft,strategic transport aircraft,Wikipedia-sourced via Wikidata,strategic transport aircraft
Caudron Types M and N,aircraft,Caudron,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Campini CS.10,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Campini CS.10. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Campini CS.10. Source: Wikidata (links to Wikipedia).
356,aircraft,,,Active,,,,,,,,Various,aircraft,Peruvian presidential aircraft,Wikipedia-sourced via Wikidata,Peruvian presidential aircraft
Raab-Katzenstein RK 2,trainer,Raab-Katzenstein,1926,Active,,,,,,,,Various,trainer,Aircraft: Raab-Katzenstein RK 2. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Raab-Katzenstein RK 2. Source: Wikidata (links to Wikipedia).
Schmeidler SN.2,aircraft,,1932,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Inkwazi,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Albatros L 9,aircraft,Albatros,1915,Active,,,,,,,,Various,aircraft,Aircraft: Albatros L 9. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Albatros L 9. Source: Wikidata (links to Wikipedia).
Albert A-60,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
VBŠ Kuňkadlo,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: VBŠ Kuňkadlo. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: VBŠ Kuňkadlo. Source: Wikidata (links to Wikipedia).
Caproni Ca.7,aircraft,Caproni,,Active,,,,,,,,Various,aircraft,1910s proposed Italian aircraft,Wikipedia-sourced via Wikidata,1910s proposed Italian aircraft
Caproni Ca.16,aircraft,Caproni,,Active,,,,,,,,Various,aircraft,1910s Italian aircraft,Wikipedia-sourced via Wikidata,1910s Italian aircraft
Sparrow (UAV),aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Sparrow (UAV). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Sparrow (UAV). Source: Wikidata (links to Wikipedia).
An-26 Ratunchik,aircraft,,2015,Active,,,,,,,,Various,aircraft,Aircraft: An-26 Ratunchik. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: An-26 Ratunchik. Source: Wikidata (links to Wikipedia).
Ilyushin Il-26,aircraft,,,Active,,,,,,,,Various,aircraft,1940s Soviet projected bomber,Wikipedia-sourced via Wikidata,1940s Soviet projected bomber
Founder Aircraft,aircraft,North American Aviation,,Active,,,,,,,,Various,aircraft,T-6 aircraft bought by South Korea from national donations,Wikipedia-sourced via Wikidata,T-6 aircraft bought by South Korea from national donations
Ikarus 451,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Ikarus 451. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Ikarus 451. Source: Wikidata (links to Wikipedia).
Ikarus S-451M,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Ikarus S-451M. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Ikarus S-451M. Source: Wikidata (links to Wikipedia).
Mil Mi-60,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Sikorsky XV-2,aircraft,Sikorsky Aircraft Corporation,,Active,,,,,,,,Various,aircraft,"convertiplane testbed (stoppable rotor), U.S. Army, cancelled c.1954",Wikipedia-sourced via Wikidata,"convertiplane testbed (stoppable rotor), U.S. Army, cancelled c.1954"
Sikorsky XH-39,aircraft,Sikorsky Aircraft Corporation,,Active,,,,,,,,Various,aircraft,turbine-powered helicopter prototype,Wikipedia-sourced via Wikidata,turbine-powered helicopter prototype
SkySpark,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: SkySpark. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: SkySpark. Source: Wikidata (links to Wikipedia).
Supermarine Sea Lion II,aircraft,Supermarine,1922,Active,,,,,,7.54,9.75,Various,aircraft,1920s British racing flying boat,Wikipedia-sourced via Wikidata,1920s British racing flying boat
Tupolev Tu-121,aircraft,Tupolev,1959,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Tupolev Tu-125,aircraft,Tupolev,,Active,,,,,,,,Various,aircraft,bomber project,Wikipedia-sourced via Wikidata,bomber project
UTIAS Ornithopter No.1,aircraft,University of Toronto Institute for Aerospace Studies,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Vickers 131 Valiant,aircraft,,,Active,,,,,,,,Various,aircraft,general purpose biplane,Wikipedia-sourced via Wikidata,general purpose biplane
Vickers Type 143,aircraft,Vickers,1929,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Vickers Type 161,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Langley Aerodrome,aircraft,,1898,Active,,,,,,,,Various,aircraft,aircraft,Wikipedia-sourced via Wikidata,aircraft
Piper PA-16 Clipper,aircraft,Piper Aircraft,1947,Active,,,,,,,,Various,aircraft,small aircraft,Wikipedia-sourced via Wikidata,small aircraft
Potez 40,aircraft,Potez,,Active,,,,,,,,Various,aircraft,"French three engine, braced high wing monoplane",Wikipedia-sourced via Wikidata,"French three engine, braced high wing monoplane"
RAE Larynx,aircraft,,,Active,,,,,,,,Various,aircraft,early British pilotless aircraft,Wikipedia-sourced via Wikidata,early British pilotless aircraft
Stout 1-AS Air Sedan,aircraft,,1923,Active,,,,,,,,Various,aircraft,prototype aircraft,Wikipedia-sourced via Wikidata,prototype aircraft
Sukhoi Superjet 130,aircraft,Sukhoi,,Active,,,,,,,,Various,aircraft,Aircraft: Sukhoi Superjet 130. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Sukhoi Superjet 130. Source: Wikidata (links to Wikipedia).
Tecnam P2002,aircraft,Tecnam,,Active,,,,,,,,Various,aircraft,light aircraft by Italian aircraft manufacturer,Wikipedia-sourced via Wikidata,light aircraft by Italian aircraft manufacturer
Urban Air Samba,aircraft,DISTAR CZ,,Active,,,,,,,,Various,aircraft,Czech ultralight aircraft,Wikipedia-sourced via Wikidata,Czech ultralight aircraft
Urban Aeronautics X-Hawk,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
AMD Zodiac,aircraft,Aircraft Manufacturing and Design,1984,Active,,,,,,,,Various,aircraft,air vehicle,Wikipedia-sourced via Wikidata,air vehicle
Beriev Be-112,aircraft,Beriev,,Active,,,,,,,,Various,aircraft,amphibious aircraft,Wikipedia-sourced via Wikidata,amphibious aircraft
Mil Mi-42,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Arado SD III,aircraft,Arado Flugzeugwerke,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Blackburn Turcock,aircraft,Blackburn Aircraft,,Active,,,,,,,,Various,aircraft,British biplane fighter,Wikipedia-sourced via Wikidata,British biplane fighter
AIRBUS A220 MSN 50002,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: AIRBUS A220 MSN 50002. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: AIRBUS A220 MSN 50002. Source: Wikidata (links to Wikipedia).
Antonov AKS,aircraft,,,Active,,,,,,,,Various,aircraft,Proposed mega-carrier aircraft,Wikipedia-sourced via Wikidata,Proposed mega-carrier aircraft
DDR-STE (aircraft),aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: DDR-STE (aircraft). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: DDR-STE (aircraft). Source: Wikidata (links to Wikipedia).
XB-NNA,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: XB-NNA. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: XB-NNA. Source: Wikidata (links to Wikipedia).
Embraer 500 Phenom 100,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Embraer 500 Phenom 100. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Embraer 500 Phenom 100. Source: Wikidata (links to Wikipedia).
N81AD (CESSNA 401A ),aircraft,Cessna,,Active,,,,,,,,Various,aircraft,Aircraft: N81AD (CESSNA 401A ). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: N81AD (CESSNA 401A ). Source: Wikidata (links to Wikipedia).
Avião dos Pioneiros,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Avião dos Pioneiros. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Avião dos Pioneiros. Source: Wikidata (links to Wikipedia).
Avión Torpedo,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Galeão 8 FG Guanabara,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Tecnam P-Mentor,aircraft,Tecnam,,Active,,,,,,,,Various,aircraft,Italian training airplane,Wikipedia-sourced via Wikidata,Italian training airplane
CCCP-85131,aircraft,Aviakor,1976,Active,,,,,,,,Various,aircraft,Aircraft: CCCP-85131. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: CCCP-85131. Source: Wikidata (links to Wikipedia).
Ilyushin Il-18,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Ilyushin Il-18. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Ilyushin Il-18. Source: Wikidata (links to Wikipedia).
3B-SGT,aircraft,,,Active,,,,,,,,Various,aircraft,aircraft,Wikipedia-sourced via Wikidata,aircraft
EC-LTF,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: EC-LTF. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: EC-LTF. Source: Wikidata (links to Wikipedia).
CS-DFK,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: CS-DFK. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: CS-DFK. Source: Wikidata (links to Wikipedia).
cs-glz,aircraft,,,Active,,,,,,,,Various,aircraft,Bombardier Global 5000,Wikipedia-sourced via Wikidata,Bombardier Global 5000
WZ-8 (drone),aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
OK-REQ,aircraft,Airbus SAS,2011,Active,,,,,,,,Various,aircraft,aircraft,Wikipedia-sourced via Wikidata,aircraft
OK-HEU,aircraft,Airbus SAS,2002,Active,,,,,,,,Various,aircraft,aircraft,Wikipedia-sourced via Wikidata,aircraft
N880RA,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: N880RA. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: N880RA. Source: Wikidata (links to Wikipedia).
G-ZABH,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: G-ZABH. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: G-ZABH. Source: Wikidata (links to Wikipedia).
F-BRAD (aircraft),aircraft,Lockheed Corporation,,Active,,,,,,,,Various,aircraft,Aircraft: F-BRAD (aircraft). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: F-BRAD (aircraft). Source: Wikidata (links to Wikipedia).
Mars Science Helicopter,aircraft,,,Active,10,,,,,,,Various,aircraft,proposed NASA uncrewed rotorcraft mission to Mars,Wikipedia-sourced via Wikidata,proposed NASA uncrewed rotorcraft mission to Mars
Advanced Mars Helicopter,aircraft,,,Active,2,30,,,,,,Various,aircraft,proposed unmanned Mars helicopter,Wikipedia-sourced via Wikidata,proposed unmanned Mars helicopter
Shark (UAV),aircraft,Ukrspecsystems,2022,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
N628TS,aircraft,Gulfstream Aerospace,,Active,,,,22,,,,Various,aircraft,private jet of Elon Musk,Wikipedia-sourced via Wikidata,private jet of Elon Musk
Sampaio Corrêa,aircraft,Curtiss,1922,Active,,,,,,,,Various,aircraft,airplane model,Wikipedia-sourced via Wikidata,airplane model
Evektor EuroStar,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Kondor W 1,aircraft,Kondor Flugzeugwerke,1914,Active,,,120,,,7.95,13,Various,aircraft,German trainer aircraft,Wikipedia-sourced via Wikidata,German trainer aircraft
JA13XJ,aircraft,Airbus SAS,,Retired,,,,,,,,Various,aircraft,former aircraft of Japan Airlines,Wikipedia-sourced via Wikidata,former aircraft of Japan Airlines
JA722A,aircraft,Viking Air,,Retired,,,,,,,,Various,aircraft,former aircraft of the Japan Coast Guard,Wikipedia-sourced via Wikidata,former aircraft of the Japan Coast Guard
RA-41326 (aircraft),aircraft,PZL Mielec,,Active,,,,,,,,Various,aircraft,Aircraft: RA-41326 (aircraft). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: RA-41326 (aircraft). Source: Wikidata (links to Wikipedia).
"Dornier CS I,II Delphin",aircraft,Dornier,1920,Active,,,,,,,,Various,aircraft,"Aircraft: Dornier CS I,II Delphin. Source: Wikidata (links to Wikipedia).",Wikipedia-sourced via Wikidata,"Aircraft: Dornier CS I,II Delphin. Source: Wikidata (links to Wikipedia)."
LFG Roland W,aircraft,Luft-Fahrzeug-Gesellschaft,1917,Active,,,,,,,,Various,aircraft,"single-seat, single-engined biplane fighter",Wikipedia-sourced via Wikidata,"single-seat, single-engined biplane fighter"
Friedrichshafen FF.46,aircraft,Flugzeugbau Friedrichshafen,1917,Active,,,,,,6.45,9.04,Various,aircraft,"single-seat, single-engine biplane fighter",Wikipedia-sourced via Wikidata,"single-seat, single-engine biplane fighter"
Skydio X2D Color,aircraft,Skydio,,Active,,,,,,66,,Various,aircraft,quadcopter model from Skydio,Wikipedia-sourced via Wikidata,quadcopter model from Skydio
Skydio X2D Color/Thermal,aircraft,Skydio,,Active,,,,,,66,,Various,aircraft,quadcopter model from Skydio,Wikipedia-sourced via Wikidata,quadcopter model from Skydio
Skydio X2E Color,aircraft,Skydio,,Active,,,,,,66,,Various,aircraft,quadcopter model from Skydio,Wikipedia-sourced via Wikidata,quadcopter model from Skydio
Skydio X2E Color/Thermal,aircraft,Skydio,,Active,,,,,,66,,Various,aircraft,quadcopter model from Skydio,Wikipedia-sourced via Wikidata,quadcopter model from Skydio
Skydio X10D,aircraft,Skydio,,Active,,,,,,31.1,,Various,aircraft,quadcopter model from Skydio,Wikipedia-sourced via Wikidata,quadcopter model from Skydio
Aermacchi MB-308 at Volandia,aircraft,,,Active,,,,,,,,Various,aircraft,"airplane in the Volandia museum, Somma Lombardo, Italy",Wikipedia-sourced via Wikidata,"airplane in the Volandia museum, Somma Lombardo, Italy"
Aermacchi MB-326 at Museo dell'Aria e dello Spazio,aircraft,,,Active,,,,,,,,Various,aircraft,"airplane in the Museo dell'Aria e dello Spazio, Due Carrare, Italy",Wikipedia-sourced via Wikidata,"airplane in the Museo dell'Aria e dello Spazio, Due Carrare, Italy"
Antonov An-2 at Cerbaiola Aviation Museum,aircraft,,,Active,,,,,,,,Various,aircraft,"airplane in the Aviation Museum, Rimini, Italy",Wikipedia-sourced via Wikidata,"airplane in the Aviation Museum, Rimini, Italy"
"Lockheed F-104, monument in Airport Trento-Mattarello",aircraft,,,Active,,,,,,,,Various,aircraft,"airplane in the Trento Airport, Trento, Italy",Wikipedia-sourced via Wikidata,"airplane in the Trento Airport, Trento, Italy"
54+22 (aircraft),aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: 54+22 (aircraft). Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: 54+22 (aircraft). Source: Wikidata (links to Wikipedia).
HL8088,aircraft,Boeing,,Retired,,,,,,,,Various,aircraft,aircraft of Boeing 737-800 operated by Jeju Air,Wikipedia-sourced via Wikidata,aircraft of Boeing 737-800 operated by Jeju Air
4K-AZ65,aircraft,Embraer,2013,Retired,,,,,,,,Various,aircraft,aircraft of Embraer ERJ-190AR operated by Azerbaijan Airlines,Wikipedia-sourced via Wikidata,aircraft of Embraer ERJ-190AR operated by Azerbaijan Airlines
Category:Lockheed Jet Star Hound Dog II,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Category:Lockheed Jet Star Hound Dog II. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Category:Lockheed Jet Star Hound Dog II. Source: Wikidata (links to Wikipedia).
N709PS,aircraft,Bombardier,,Retired,,,,,,,,Various,aircraft,aircraft of Embraer CRJ-701ER operated by PSA Airlines,Wikipedia-sourced via Wikidata,aircraft of Embraer CRJ-701ER operated by PSA Airlines
HL7763,aircraft,Airbus SAS,,Retired,,,,,,,,Various,aircraft,aircraft of Embraer Airbus A321-231 operated by Air Busan,Wikipedia-sourced via Wikidata,aircraft of Embraer Airbus A321-231 operated by Air Busan
N932XJ,aircraft,Bombardier Aerospace,,Retired,,,,,,,,Various,aircraft,aircraft of Bombardier CRJ900 operated by Endeavor Air,Wikipedia-sourced via Wikidata,aircraft of Bombardier CRJ900 operated by Endeavor Air
Entler E.II,aircraft,,1922,Active,,,130,,,5.5,7.5,Various,aircraft,german sportsplane,Wikipedia-sourced via Wikidata,german sportsplane
Lublin R-XIV,aircraft,,,Active,,,,,,,,Various,aircraft,Polish aircraft,Wikipedia-sourced via Wikidata,Polish aircraft
VH-UJA,aircraft,Aero Commander,,Active,,,,,,,,Various,aircraft,aircraft serial number 1521-100,Wikipedia-sourced via Wikidata,aircraft serial number 1521-100
